TotalN,TMO_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,area [m2],usle_t,LAND_COVER,Default conventional,Default Reduced,Default Conservation,USLE/area [Mg/m2],FrmlndCls,DrainClass,FloodFCls,GravelSrc,hydrcRat_1,KfactorRF,KfactorWS,HydrcRatng,KfactRF,KfactWS,OrgMatter,PondFCls,Slope,SandSrc,SurfText,compname,AREASYMBOL,MUSYM
4626,36,LES,3,5,2,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,46307.08283,10.7095947,Cultivated Crops,15435.69428,15435.69428,15435.69428,0.000231273,Prime farmland if drained,Poorly drained,None,Poor,0.2857143,0.2747619,0.2747619,All Hydric,0.28,0.28,4.04,None,9.461904762,Poor,silty clay loam,Marna,MN013,110
4626,33,LES,3,5,2,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,302033.7343,30.7856903,Cultivated Crops,100677.9114,100677.9114,100677.9114,0.000101928,Prime farmland if drained,Poorly drained,None,Poor,0.4666667,0.2613333,0.2613333,All Hydric,0.28,0.28,5.333333333,None,2.033333333,Poor,clay loam,Cordova,MN013,109
4626,160,LES,3,5,2,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,541767.9526,104.2338181,Cultivated Crops,180589.3175,180589.3175,180589.3175,0.000192396,Prime farmland if drained,Poorly drained,None,Poor,0.4259259,0.2522222,0.2522222,All Hydric,0.28,0.28,7.555555556,None,2.009259259,Poor,clay loam,Cordova,MN013,109
4626,300,LES,3,5,2,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,1278026.815,412.6465454,Cultivated Crops,426008.9382,426008.9382,426008.9382,0.000322878,Prime farmland if drained,Poorly drained,None,Poor,0.2818792,0.2449664,0.2449664,All Hydric,0.28,0.28,7.600134228,None,3.943624161,Poor,clay loam,Cordova,MN013,109
4626,57,LES,3,2,3,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,36230.44403,12.5542774,Cultivated Crops,12076.81468,12076.81468,12076.81468,0.000346512,Prime farmland if drained,Poorly drained,None,Poor,0.5,0.2666667,0.2666667,All Hydric,0.28,0.28,5.25,None,1.75,Poor,clay loam,Cordova,MN013,109
4626,40,LES,3,2,3,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,186358.0842,29.8754559,Cultivated Crops,62119.3614,62119.3614,62119.3614,0.000160312,Prime farmland if drained,Very poorly drained,None,Poor,0.3611111,0.2116667,0.2116667,All Hydric,0.28,0.28,11.41666667,Frequent,2.305555556,Poor,silty clay loam,Glencoe,MN013,114
4626,3,LES,3,2,3,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,411876.7658,72.0903244,Cultivated Crops,137292.2553,137292.2553,137292.2553,0.000175029,Prime farmland if drained,Poorly drained,None,Poor,0.3333333,0.2533333,0.2533333,All Hydric,0.28,0.28,5.555555556,None,1.777777778,Poor,clay loam,Cordova,MN013,109
4626,30,LES,3,2,3,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,1058624.443,169.3508759,Cultivated Crops,352874.8144,352874.8144,352874.8144,0.000159973,All areas are prime farmland,Moderately well drained,None,Poor,0.3809524,0.2609524,0.2609524,Not Hydric,0.24,0.24,5.428571429,None,2.047619048,Poor,clay loam,Le Sueur,MN013,239
4626,18,LES,3,2,3,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,1370108.758,255.8998718,Cultivated Crops,456702.9193,456702.9193,456702.9193,0.000186773,Prime farmland if drained,Poorly drained,None,Poor,0.3382353,0.2472059,0.2472059,All Hydric,0.28,0.28,7.632352941,None,2.544117647,Poor,clay loam,Cordova,MN013,109
4626,112,LES,3,2,4,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,6813.830566,0.5738238,Cultivated Crops,2271.276855,2271.276855,2271.276855,8.42146E-05,Not prime farmland,Poorly drained,None,Poor,0.6666667,0.23,0.23,All Hydric,0.17,0.17,6,None,2,Fair,loamy fine sand,Beaches,MN013,1032
4626,153,LES,3,2,4,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,4178.475817,0.5948397,Cultivated Crops,1392.825272,1392.825272,1392.825272,0.000142358,All areas are prime farmland,Well drained,None,Poor,0.3333333,0.2722222,0.2722222,Not Hydric,0.24,0.24,4.222222222,None,4.277777778,Poor,loam,Lester,MN013,106B
4626,41,LES,3,2,4,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,30432.93976,5.9247007,Cultivated Crops,10144.31325,10144.31325,10144.31325,0.000194681,Prime farmland if drained,Very poorly drained,None,Poor,0.3611111,0.2116667,0.2116667,All Hydric,0.28,0.28,11.41666667,Frequent,2.305555556,Poor,silty clay loam,Glencoe,MN013,114
4626,72,LES,3,2,4,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,275378.5409,47.9378929,Cultivated Crops,91792.84697,91792.84697,91792.84697,0.00017408,Prime farmland if drained,Poorly drained,None,Poor,0.5263158,0.2510526,0.2510526,All Hydric,0.28,0.28,5.710526316,None,1.763157895,Poor,clay loam,Cordova,MN013,109
4626,19,LES,3,2,4,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,372480.7256,88.3149338,Cultivated Crops,124160.2419,124160.2419,124160.2419,0.000237099,Prime farmland if drained,Poorly drained,None,Poor,0.3382353,0.2472059,0.2472059,All Hydric,0.28,0.28,7.632352941,None,2.544117647,Poor,clay loam,Cordova,MN013,109
4626,107,LES,3,2,4,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,345520.6567,105.1925812,Cultivated Crops,115173.5522,115173.5522,115173.5522,0.000304447,All areas are prime farmland,Well drained,None,Poor,0.5,0.2526923,0.2526923,Partially Hydric,0.28,0.28,7.579230769,None,3.942307692,Poor,clay loam,Angus,MN161,L40B
4626,127,LES,3,2,4,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,315511.3739,109.6287842,Cultivated Crops,105170.458,105170.458,105170.458,0.000347464,Prime farmland if drained,Very poorly drained,None,Poor,0.4,0.2433333,0.2433333,All Hydric,0.28,0.28,12.6,Frequent,4.166666667,Poor,silty clay loam,Glencoe,MN013,114
4626,274,LES,3,2,4,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,525469.2147,113.7727432,Cultivated Crops,175156.4049,175156.4049,175156.4049,0.000216516,All areas are prime farmland,Well drained,None,Poor,0.4634146,0.2717073,0.2717073,Not Hydric,0.28,0.28,6.068536585,None,4.66097561,Poor,clay loam,Kilkenny,MN013,238B
4626,167,LES,3,2,4,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,187008.5733,126.6349411,Cultivated Crops,62336.19109,62336.19109,62336.19109,0.000677161,Prime farmland if drained,Very poorly drained,None,Poor,0.4305556,0.2644444,0.2644444,All Hydric,0.28,0.28,6.92,Frequent,6.930555556,Poor,silty clay loam,Glencoe,MN013,114
4626,26,LES,3,2,4,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,1600876.037,532.9243164,Cultivated Crops,533625.3455,533625.3455,533625.3455,0.000332895,Prime farmland if drained,Poorly drained,None,Poor,0.4357143,0.2608571,0.2608571,All Hydric,0.28,0.28,5.602714286,None,3.035714286,Poor,clay loam,Cordova,MN079,109
4626,117,LES,2,3,5,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1800,0.0197864,Cultivated Crops,600,600,600,1.09924E-05,Farmland of statewide importance,Well drained,None,Poor,0.5,0.2666667,0.2666667,Partially Hydric,0.28,0.28,3.776666667,None,13.76666667,Poor,loam,Lester,MN161,L80C2
4626,211,LES,2,3,5,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1152.216609,0.4776192,Cultivated Crops,384.0722028,384.0722028,384.0722028,0.000414522,Prime farmland if drained,Poorly drained,None,Poor,0.5319149,0.2595745,0.2595745,Partially Hydric,0.28,0.28,6.285531915,None,5.944680851,Poor,clay loam,Cordova,MN161,L81A
4626,125,LES,2,3,5,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,12427.71171,1.2204756,Cultivated Crops,4142.570571,4142.570571,4142.570571,9.8206E-05,Prime farmland if drained,Somewhat poorly drained,None,Poor,0.5,0.2742857,0.2742857,Partially Hydric,0.28,0.28,3.26,None,7.314285714,Poor,loam,Hamel,MN161,L36A
4626,113,LES,2,3,5,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,20202.5577,3.4063184,Cultivated Crops,6734.185901,6734.185901,6734.185901,0.000168608,Prime farmland if drained,Somewhat poorly drained,None,Poor,0.5,0.2733333,0.2733333,Partially Hydric,0.28,0.28,3.426666667,None,10.83333333,Poor,loam,Hamel,MN161,L36A
4626,129,LES,2,3,5,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,21886.51044,7.8417802,Cultivated Crops,7295.503482,7295.503482,7295.503482,0.000358293,Farmland of statewide importance,Well drained,None,Poor,0.5,0.2733333,0.2733333,Partially Hydric,0.28,0.28,3.765,None,8.083333333,Poor,loam,Lester,MN161,L80C2
4626,110,LES,2,3,5,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,277581.4268,122.7865448,Cultivated Crops,92527.14227,92527.14227,92527.14227,0.000442344,Prime farmland if drained,Very poorly drained,None,Poor,0.5961539,0.2380769,0.2380769,All Hydric,0.28,0.28,11.63923077,Frequent,6.342307692,Poor,clay loam,Harps,MN161,L84A
4626,132,LES,2,3,5,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,236656.151,159.0243683,Cultivated Crops,78885.38367,78885.38367,78885.38367,0.000671964,Not prime farmland,Well drained,None,Poor,0.5833333,0.2516667,0.2516667,Partially Hydric,0.28,0.28,9.259166667,None,5.866666667,Poor,loam,Ridgeton,MN161,L41D2
4626,204,LES,2,3,5,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,403816.7721,193.3227081,Cultivated Crops,134605.5907,134605.5907,134605.5907,0.000478739,Prime farmland if drained,Very poorly drained,None,Poor,0.5581396,0.2516279,0.2516279,All Hydric,0.28,0.28,7.33255814,Frequent,5.902325581,Poor,clay loam,Harps,MN161,L84A
4626,175,LES,2,3,6,17,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,5248.398843,0.6009516,Cultivated Crops,1749.466281,1749.466281,1749.466281,0.000114502,Prime farmland if drained,Somewhat poorly drained,None,Poor,0.5819672,0.2657377,0.2657377,Partially Hydric,0.28,0.28,6.429344262,None,4.281967213,Poor,clay loam,Derrynane,MN161,L48A
4626,54,LES,2,3,6,17,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,14565.29759,1.9054755,Cultivated Crops,4855.099197,4855.099197,4855.099197,0.000130823,Farmland of statewide importance,Well drained,None,Poor,0.1428571,0.28,0.28,Not Hydric,0.28,0.28,3.411428571,None,4.285714286,Poor,loam,Lester,MN079,944C
4626,115,LES,2,3,6,17,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,26106.19757,9.3667097,Cultivated Crops,8702.065856,8702.065856,8702.065856,0.000358793,Farmland of statewide importance,Moderately well drained,None,Poor,0.5833333,0.2666667,0.2666667,Partially Hydric,0.28,0.28,4.881666667,None,2.966666667,Poor,loam,Lester,MN161,L41C2
4626,85,LES,2,3,6,17,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,185527.134,38.188839,Cultivated Crops,61842.37801,61842.37801,61842.37801,0.00020584,All areas are prime farmland,Moderately well drained,None,Poor,0.1904762,0.2628571,0.2628571,Not Hydric,0.24,0.24,4.536190476,None,3.257142857,Poor,clay loam,Le Sueur,MN079,239B
4626,83,LES,2,3,6,17,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,140212.4124,76.3268051,Cultivated Crops,46737.4708,46737.4708,46737.4708,0.000544366,All areas are prime farmland,Well drained,None,Poor,0.5,0.25,0.25,Not Hydric,0.28,0.28,10.7,None,3.85,Poor,loam,Lester,MN079,106B
4626,99,LES,2,3,6,17,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,160709.3262,79.4618683,Cultivated Crops,53569.77541,53569.77541,53569.77541,0.000494445,All areas are prime farmland,Well drained,None,Poor,0.3333333,0.2708333,0.2708333,Not Hydric,0.28,0.28,4.108333333,None,4.65,Poor,loam,Lester,MN079,106B
4626,120,LES,2,3,6,17,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,401253.4576,159.9391022,Cultivated Crops,133751.1525,133751.1525,133751.1525,0.000398599,Prime farmland if drained,Somewhat poorly drained,None,Poor,0.5131579,0.2705263,0.2705263,Partially Hydric,0.28,0.28,3.894736842,None,3.607894737,Poor,clay loam,Derrynane,MN161,L48A
4626,163,LES,2,3,7,17,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,23722.11156,7.5055366,Cultivated Crops,7907.370518,7907.370518,7907.370518,0.000316394,Farmland of statewide importance,Moderately well drained,None,Poor,0.5,0.272,0.272,Partially Hydric,0.28,0.28,3.842,None,3.28,Poor,loam,Lester,MN161,L41C2
4626,106,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,900.0000001,0.0139664,Cultivated Crops,300,300,300,1.55182E-05,Farmland of statewide importance,Very poorly drained,None,Poor,1,0.02,0.02,All Hydric,0.02,0.02,57.75,Frequent,0.5,Poor,muck,Klossner,MN161,L14A
4626,105,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,1045.898437,0.8538489,Cultivated Crops,348.6328124,348.6328124,348.6328124,0.000816378,Farmland of statewide importance,Moderately well drained,None,Poor,0.6666667,0.1933333,0.1933333,Partially Hydric,0.28,0.28,21.17666667,None,3.966666667,Poor,loam,Lester,MN161,L41C2
4626,27,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,4629.116172,1.4729706,Cultivated Crops,1543.038724,1543.038724,1543.038724,0.000318197,Prime farmland if drained,Poorly drained,None,Poor,0.4357143,0.2608571,0.2608571,All Hydric,0.28,0.28,5.602714286,None,3.035714286,Poor,clay loam,Cordova,MN079,109
4626,21,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,16176.35272,3.2874255,Cultivated Crops,5392.117574,5392.117574,5392.117574,0.000203224,All areas are prime farmland,Moderately well drained,None,Poor,0.3333333,0.2666667,0.2666667,Not Hydric,0.24,0.24,4.666666667,None,2.5,Poor,clay loam,Le Sueur,MN079,239B
4626,168,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,58506.72264,23.9994621,Cultivated Crops,19502.24088,19502.24088,19502.24088,0.0004102,Prime farmland if drained,Very poorly drained,None,Poor,0.4305556,0.2644444,0.2644444,All Hydric,0.28,0.28,6.92,Frequent,6.930555556,Poor,silty clay loam,Glencoe,MN013,114
4626,15,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,186877.8905,41.9651794,Cultivated Crops,62292.63018,62292.63018,62292.63018,0.000224559,Prime farmland if drained,Poorly drained,None,Poor,0.3333333,0.25,0.25,All Hydric,0.28,0.28,4.89,None,2.666666667,Poor,clay loam,Cordova,MN079,109
4626,86,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,506775.8324,124.356987,Cultivated Crops,168925.2775,168925.2775,168925.2775,0.000245389,All areas are prime farmland,Moderately well drained,None,Poor,0.1904762,0.2628571,0.2628571,Not Hydric,0.24,0.24,4.536190476,None,3.257142857,Poor,clay loam,Le Sueur,MN079,239B
4626,24,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,434294.8638,131.1820526,Cultivated Crops,144764.9546,144764.9546,144764.9546,0.000302058,Prime farmland if drained,Poorly drained,None,Poor,0.2380952,0.2590476,0.2590476,All Hydric,0.28,0.28,4.527619048,None,4.238095238,Poor,clay loam,Cordova,MN079,109
4626,245,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,253208.807,163.7680511,Cultivated Crops,84402.93567,84402.93567,84402.93567,0.000646771,All areas are prime farmland,Well drained,None,Poor,0.5741935,0.255871,0.255871,Partially Hydric,0.28,0.28,7.953612903,None,5.460645161,Poor,clay loam,Angus,MN161,L40B
4626,108,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,782883.24,256.9848633,Cultivated Crops,260961.08,260961.08,260961.08,0.000328254,All areas are prime farmland,Well drained,None,Poor,0.5,0.2526923,0.2526923,Partially Hydric,0.28,0.28,7.579230769,None,3.942307692,Poor,clay loam,Angus,MN161,L40B
4626,87,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,841629.1961,357.972168,Cultivated Crops,280543.0654,280543.0654,280543.0654,0.000425332,Prime farmland if drained,Poorly drained,None,Poor,0.3541667,0.2597917,0.2597917,All Hydric,0.28,0.28,7.034166667,None,5.245833333,Poor,clay loam,Cordova,MN079,109
4626,172,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,1848261.52,883.0337524,Cultivated Crops,616087.1734,616087.1734,616087.1734,0.000477765,Not prime farmland,Very poorly drained,None,Poor,0.547619,0.2633333,0.2633333,All Hydric,0.02,0.02,6.049642857,Frequent,4.985714286,Poor,muck,Houghton,MN161,L16A
4626,50,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,900.0000003,0.0099382,Cultivated Crops,300.0000001,300.0000001,300.0000001,1.10424E-05,Not prime farmland,Poorly drained,None,Poor,0.5,0.205,0.205,All Hydric,0.17,0.17,5.5,None,3,Fair,loamy fine sand,Beaches,MN013,1032
4626,92,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,13438.02747,0.1359464,Cultivated Crops,4479.342489,4479.342489,4479.342489,1.01165E-05,All areas are prime farmland,Moderately well drained,None,Poor,0.5,0.205,0.205,Not Hydric,0.24,0.24,20,None,3,Poor,clay loam,Le Sueur,MN013,239
4626,139,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3600,0.3724632,Cultivated Crops,1200,1200,1200,0.000103462,All areas are prime farmland,Moderately well drained,None,Poor,0,0.26,0.26,Not Hydric,0.24,0.24,3.75,None,5.5,Poor,clay loam,Le Sueur,MN013,239
4626,184,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,97194.04926,0.4790754,Cultivated Crops,32398.01642,32398.01642,32398.01642,4.92906E-06,All areas are prime farmland,Well drained,None,Poor,0.4166667,0.2733333,0.2733333,Not Hydric,0.28,0.28,4.75,None,2.75,Poor,clay loam,Kilkenny,MN013,238B
4626,275,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,30988.8395,1.0099845,Cultivated Crops,10329.61317,10329.61317,10329.61317,3.25919E-05,All areas are prime farmland,Well drained,None,Poor,0.4634146,0.2717073,0.2717073,Not Hydric,0.28,0.28,6.068536585,None,4.66097561,Poor,clay loam,Kilkenny,MN013,238B
4626,151,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,18686.80433,1.2490906,Cultivated Crops,6228.934778,6228.934778,6228.934778,6.68435E-05,All areas are prime farmland,Moderately well drained,None,Poor,0.6666667,0.2966667,0.2966667,Not Hydric,0.24,0.24,4.833333333,None,1.166666667,Poor,clay loam,Le Sueur,MN013,239
4626,31,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,164007.1828,1.5462096,Cultivated Crops,54669.06095,54669.06095,54669.06095,9.42769E-06,All areas are prime farmland,Moderately well drained,None,Poor,0.3809524,0.2609524,0.2609524,Not Hydric,0.24,0.24,5.428571429,None,2.047619048,Poor,clay loam,Le Sueur,MN013,239
4626,128,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,12248.49684,1.9341092,Cultivated Crops,4082.832281,4082.832281,4082.832281,0.000157906,Prime farmland if drained,Very poorly drained,None,Poor,0.4,0.2433333,0.2433333,All Hydric,0.28,0.28,12.6,Frequent,4.166666667,Poor,silty clay loam,Glencoe,MN013,114
4626,32,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,140381.4297,2.1489706,Cultivated Crops,46793.80991,46793.80991,46793.80991,1.53081E-05,Prime farmland if drained,Poorly drained,None,Poor,0.3636364,0.2581818,0.2581818,All Hydric,0.28,0.28,4.636363636,None,2.818181818,Poor,clay loam,Cordova,MN013,109
4626,58,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,53351.77429,2.3515689,Cultivated Crops,17783.92476,17783.92476,17783.92476,4.40767E-05,Prime farmland if drained,Poorly drained,None,Poor,0.5,0.2666667,0.2666667,All Hydric,0.28,0.28,5.25,None,1.75,Poor,clay loam,Cordova,MN013,109
4626,101,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,8799.402694,2.9777174,Cultivated Crops,2933.134231,2933.134231,2933.134231,0.0003384,All areas are prime farmland,Well drained,None,Poor,0.3636364,0.2727273,0.2727273,Not Hydric,0.24,0.24,4.772727273,None,3.681818182,Poor,loam,Lester,MN013,106B
4626,51,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,46008.7166,3.4027839,Cultivated Crops,15336.23887,15336.23887,15336.23887,7.39595E-05,Prime farmland if drained,Poorly drained,None,Poor,0.7142857,0.2314286,0.2314286,All Hydric,0.28,0.28,11.21428571,None,1.428571429,Poor,silty clay loam,Marna,MN013,110
4626,145,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,54163.90427,22.9919605,Cultivated Crops,18054.63476,18054.63476,18054.63476,0.000424489,All areas are prime farmland,Moderately well drained,None,Poor,0.5714286,0.25,0.25,Not Hydric,0.24,0.24,12.91714286,None,10.01428571,Poor,clay loam,Le Sueur,MN013,239
4626,94,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,158280.9305,24.6046219,Cultivated Crops,52760.31016,52760.31016,52760.31016,0.000155449,All areas are prime farmland,Well drained,None,Poor,0.3333333,0.2293333,0.2293333,Not Hydric,0.24,0.24,12.33333333,None,3.633333333,Poor,loam,Lester,MN013,106B
4626,292,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,56220.39707,28.0921478,Cultivated Crops,18740.13236,18740.13236,18740.13236,0.000499679,Farmland of statewide importance,Very poorly drained,None,Poor,0.4184397,0.2661702,0.2661702,All Hydric,0.02,0.02,6.925531915,Frequent,3.163120567,Poor,muck,Palms,MN013,539
4626,96,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,162990.6444,30.2747688,Cultivated Crops,54330.21482,54330.21482,54330.21482,0.000185745,Prime farmland if drained,Very poorly drained,None,Poor,0.4545455,0.2181818,0.2181818,All Hydric,0.28,0.28,15.43909091,Frequent,3.681818182,Poor,silty clay loam,Glencoe,MN013,114
