wcmoid,wcmograssshare,H_temp_mallard,H_temp_gadwall,H_temp_bwt,H_temp_ns,H_temp_np,H_seasonal_mallard,H_seasonal_gadwall,H_seasonal_bwt,H_seasonal_ns,H_seasonal_np,H_semiper_mallard,H_semiper_gadwall,H_semiper_bwt,H_semiper_ns,H_semiper_np,shapeareakm2
1754,0.124040786,3.003744438,3.892462914,6.371194677,1.11041056,4.369176895,0.820486811,4.212363111,8.149202544,1.733973742,1.654088377,0.076066109,0.421595472,3.968607098,0.347288924,0.284369862,0.003024019
6610,0.091714435,2.735044787,3.541432358,5.82152196,1.014726513,4.011966,0.746904125,3.835105061,7.443699512,1.584025537,1.518359086,0.070060029,0.386305335,3.668067918,0.321043179,0.264149568,0.003024157
10460,0.026274304,2.95968701,3.833148048,6.284213041,1.095291881,4.315819629,0.803799749,4.126725916,7.991247928,1.700418482,1.624395195,0.074677094,0.412496632,3.900047869,0.34131384,0.279875567,0.003024241
16967,0.016602276,3.266987376,4.232123535,6.915680534,1.20523789,4.729151296,0.880768254,4.521167386,8.730140745,1.857474586,1.766989259,0.0808258,0.447347142,4.208157033,0.368234962,0.300685523,0.003024294
10353,0.022476587,3.041802353,3.940079493,6.45256392,1.124600636,4.425613403,0.825312387,4.236995915,8.197617757,1.744281936,1.66415382,0.076413377,0.422519897,3.986981375,0.348907617,0.285734678,0.003024383
1041,0.049563296,2.650952975,3.433010712,5.646634465,0.98426297,3.895434036,0.72774113,3.736917137,7.258080845,1.544559055,1.482016767,0.068510759,0.377975337,3.589674219,0.314186885,0.258768137,0.003024405
11458,0.083840991,3.298122399,4.273681519,6.977640411,1.216011454,4.767696312,0.891460771,4.576020404,8.831368781,1.878979786,1.786045239,0.08168939,0.45289045,4.2507651,0.3719495,0.303480943,0.003024853
321,0.126876107,2.922979481,3.787492881,6.205172532,1.081504183,4.260457613,0.800003167,4.107377151,7.952465355,1.692155728,1.61610323,0.074423741,0.412227186,3.886285934,0.340096636,0.278809242,0.00302496
6657,0.012472941,3.309879885,4.290119686,7.000027048,1.219896045,4.78057766,0.897074533,4.604853913,8.88405128,1.890167614,1.795792659,0.082130931,0.4560659,4.272275661,0.373820564,0.304857401,0.003027655
11607,0.017676768,2.980923036,3.860660929,6.328126438,1.102939389,4.344834849,0.809020704,4.153483071,8.041656342,1.71113508,1.634211564,0.075101609,0.414864979,3.921469911,0.343186401,0.281338608,0.003027864
3790,0.037172012,3.094281469,4.009643721,6.558146204,1.142967106,4.492454599,0.84217368,4.323487486,8.358089162,1.778379129,1.694627605,0.077789345,0.431141271,4.055275438,0.354864731,0.290261469,0.003027975
14395,0.025770485,2.965162839,3.839773286,6.296496656,1.097437708,4.324894292,0.80385626,4.126992466,7.992543963,1.700699874,1.624898231,0.074676908,0.412211922,3.900405824,0.341349028,0.27994464,0.003028605
6308,0.070681983,2.872142335,3.720048714,6.103084138,1.063746818,4.196040413,0.783423799,4.022326472,7.794788718,1.658653344,1.586205587,0.073056438,0.403635634,3.818482675,0.334182833,0.274323552,0.003028775
5762,0.171476195,2.557399333,3.310416882,5.455669898,0.951024576,3.77180719,0.700547135,3.597456474,6.997215329,1.489114621,1.431830843,0.066239619,0.364445216,3.475948323,0.304257148,0.251117749,0.003029214
16487,0.053056517,3.21308954,4.162026531,6.805408527,1.186041167,4.657443259,0.867122377,4.451237644,8.5996467,1.829740794,1.74196074,0.079755793,0.441206518,4.154810758,0.363575336,0.297111469,0.003029416
14561,0.038880249,3.199136165,4.144139079,6.776405612,1.180988914,4.638126171,0.864239779,4.436479041,8.571789284,1.823817874,1.736517072,0.079530055,0.440056717,4.143412115,0.36257783,0.296329643,0.003030523
14038,0.027858932,3.452069348,4.473740152,7.293297064,1.270966977,4.973677577,0.93011597,4.774105246,9.201750394,1.957702029,1.857327085,0.084731474,0.470233936,4.402894535,0.385240126,0.313726395,0.003032665
13408,0.036758649,2.971199302,3.847703653,6.308874782,1.099592452,4.332967108,0.805721561,4.136560034,8.010547695,1.704527133,1.628396919,0.074838542,0.413176758,3.908578254,0.342062818,0.280502866,0.003033134
8184,0.06037103,2.791909036,3.615249612,5.939095285,1.035201294,4.089620372,0.761402837,3.909427447,7.583799488,1.613810505,1.545661324,0.07125744,0.393071856,3.728544638,0.326328864,0.268282113,0.00303485
3292,0.019710631,3.053441473,3.956480446,6.474630729,1.1284287,4.438193562,0.831705551,4.269837408,8.258019151,1.757111713,1.675451153,0.076963021,0.426371879,4.014105637,0.351269051,0.28750718,0.003034915
9354,0.014788586,3.316098608,4.297661326,7.013969744,1.222331574,4.790864233,0.897555812,4.607297403,8.889703629,1.891376875,1.797221487,0.082188175,0.456072969,4.275701807,0.374124692,0.305152813,0.003038094
8379,0.028029505,2.953031983,3.824838996,6.270347086,1.092875599,4.306547468,0.803243747,4.123902859,7.98609753,1.699324355,1.623442418,0.074663645,0.412598165,3.899537087,0.341267916,0.279853946,0.003038483
7535,0.006881451,2.842474398,3.681107247,6.043050203,1.053300617,4.157689285,0.774796393,3.978090704,7.712668495,1.641203759,1.570598642,0.072354177,0.399402515,3.783649037,0.331142848,0.272015013,0.003038679
7292,0.016588419,3.47059869,4.499472085,7.328903051,1.277147969,4.994525988,0.938492098,4.817121108,9.280449905,1.974415772,1.871925589,0.085389371,0.474914899,4.43500947,0.388034349,0.315790225,0.003038877
15969,0.013988188,3.580311799,4.640290748,7.556124314,1.316724683,5.145082176,0.961994828,4.93744885,9.50698522,2.022576647,1.916020156,0.087226107,0.48439917,4.5275674,0.396132429,0.322117031,0.003039528
4487,0.208817677,2.650517145,3.431706229,5.647448678,0.984416384,3.897693841,0.725780397,3.726834679,7.240590965,1.540851825,1.479089225,0.068361347,0.376678868,3.58290033,0.313601636,0.258395871,0.003039652
12401,0.040268456,2.883243174,3.73345504,6.128172332,1.068130478,4.214747325,0.783479473,4.022565915,7.797037366,1.659144602,1.587211433,0.07305089,0.403008112,3.819044915,0.334240391,0.274463215,0.003041602
16055,0.027097994,3.805532535,4.933835437,8.015115789,1.396617205,5.44189081,1.019856203,5.23395015,10.05863397,2.139806928,2.021356386,0.091682035,0.510304594,4.74907149,0.415475329,0.336893718,0.003041667
1336,0.057696313,2.964347853,3.840956925,6.291300068,1.096506839,4.317944469,0.809926499,4.15823338,8.04889031,1.712659555,1.635073814,0.075238968,0.416684551,3.927749303,0.343722918,0.281676716,0.003042655
5940,0.019609856,3.30387328,4.282245053,6.988353125,1.217867321,4.77359518,0.895662743,4.597626473,8.871332773,1.887469852,1.793593224,0.082051634,0.455556252,4.268779446,0.373517062,0.304671638,0.003043772
3827,0.035098715,3.158048854,4.09262464,6.689400038,1.165820588,4.578584008,0.85876286,4.408522215,8.517810652,1.812331648,1.725585482,0.079138521,0.438879791,4.123168983,0.360796901,0.294875431,0.003044197
4428,0.217432447,2.585881481,3.347569385,5.514536048,0.96127509,3.810651163,0.708650285,3.639013257,7.075761151,1.505814526,1.447199201,0.066945412,0.368528107,3.511775651,0.307388009,0.253581204,0.003044601
15599,0.021759598,2.912118736,3.770437881,6.188691509,1.07867556,4.255540489,0.789285637,4.052299982,7.853648886,1.671184411,1.598423479,0.073510175,0.405315462,3.842465829,0.336290936,0.27609414,0.003044869
15474,0.06012425,2.995737088,3.879247283,6.360283483,1.108549636,4.367598807,0.811186612,4.164559491,8.063939349,1.715882561,1.638996156,0.075293921,0.415564198,3.931892692,0.344103299,0.282133243,0.003045072
12688,0.117708117,2.674818055,3.462231746,5.699816915,0.993550734,3.934412965,0.728670903,3.741601955,7.269979584,1.547111364,1.485309455,0.068556437,0.377183914,3.593391968,0.314526486,0.259194584,0.003045143
9198,0.035908142,3.587374023,4.651096411,7.568297811,1.318826632,5.150723479,0.967419255,4.965337324,9.557446757,2.033288964,1.925200564,0.087650302,0.487727963,4.54802241,0.397908287,0.323399084,0.00304587
14682,0.007934851,3.465386727,4.490915624,7.321311841,1.275848563,4.992659884,0.933350167,4.79068113,9.233552015,1.96446687,1.863699726,0.085011762,0.471741585,4.417367975,0.386506815,0.314750299,0.003047916
9299,0.098641962,3.260070535,4.224421471,6.900084625,1.202511033,4.717547411,0.882714416,4.531225801,8.748428856,1.861356831,1.770338058,0.0810459,0.449301313,4.219118609,0.369185523,0.301403501,0.0030484
1042,0.040739185,2.663118647,3.448774293,5.672454972,0.988763187,3.913149182,0.731039284,3.753835557,7.290825251,1.551526291,1.488664896,0.068815395,0.37965984,3.605564428,0.315577537,0.259907085,0.003048538
15372,0.012169576,3.361305961,4.355104608,7.109107329,1.238912184,4.855385576,0.905934349,4.650168216,8.971842959,1.908849767,1.813653954,0.082862781,0.459168874,4.310398333,0.377166154,0.307604362,0.003049141
10429,0.132610509,3.189765339,4.132675151,6.756530549,1.177522908,4.624487503,0.864106528,4.435846654,8.57053771,1.823550704,1.736249961,0.079574347,0.440690105,4.145757712,0.36277934,0.296492378,0.003049838
4235,0.055469476,2.853635048,3.696109781,6.065414035,1.057189719,4.171744474,0.779268106,4.0010443,7.755534103,1.650313665,1.578823676,0.072754038,0.401954906,3.803733562,0.332894997,0.273369157,0.003049849
13870,0.09015025,3.555960909,4.609361543,7.505543187,1.307912821,5.111414049,0.957793078,4.915966977,9.466584403,2.013987426,1.908166459,0.08692893,0.483091711,4.51268572,0.394828414,0.321104456,0.003050364
9371,0.042510967,2.808284673,3.636264677,5.973783805,1.041247377,4.113359554,0.765016936,3.927948707,7.619548577,1.621416618,1.552891171,0.07156805,0.394672925,3.744673943,0.327741408,0.269433826,0.00305142
10285,0.06838143,3.390873797,4.39480865,7.167695461,1.249097343,4.891576304,0.916525455,4.704512016,9.072001244,1.930126651,1.832468579,0.08371245,0.464733651,4.352256011,0.380814012,0.310342632,0.003052647
15220,0.024374935,3.146339149,4.07528863,6.669218511,1.16233436,4.569259787,0.85052761,4.366208574,8.441541754,1.796142703,1.711815352,0.078471153,0.43385796,4.091109969,0.358012086,0.29288,0.003052917
11113,0.028105736,3.29141791,4.265090272,6.964726735,1.213767344,4.760089686,0.890443721,4.570835851,8.822870879,1.87718163,1.784781958,0.081659256,0.452754428,4.249979886,0.371882664,0.303502296,0.003054944
17039,0.013269251,3.322144257,4.303886906,7.029617696,1.225078515,4.804323367,0.89534997,4.595916545,8.87112693,1.887448475,1.794499683,0.082037317,0.454269617,4.269489598,0.373595222,0.304892255,0.003055304
14468,0.03084806,3.077002612,3.985088114,6.5271634,1.137603738,4.476702304,0.832707647,4.274878804,8.270818966,1.759857204,1.678983807,0.077049196,0.425691404,4.020038263,0.351803782,0.288101264,0.003056827
757,0.171095134,2.910128076,3.770390364,6.180380753,1.077197738,4.245846549,0.796244585,4.088111141,7.918155298,1.684875505,1.610043814,0.074175808,0.410544906,3.87488558,0.339106291,0.278151605,0.003059223
8885,0.016818937,2.891483594,3.744613783,6.14483551,1.071028832,4.225372129,0.787119333,4.041257058,7.832247372,1.666629574,1.594063332,0.07338582,0.405154558,3.836050214,0.335724391,0.275628648,0.003059983
14951,0.020660734,2.879007361,3.727523793,6.120882281,1.066870246,4.211393896,0.781361348,4.011699391,7.778013558,1.655110523,1.583962518,0.072896287,0.401862789,3.811996348,0.333629283,0.274066862,0.003062478
1052,0.041193034,3.19693145,4.143996153,6.768522705,1.179589864,4.629591041,0.870786549,4.47020095,8.633099044,1.836834325,1.747751914,0.08013304,0.445011431,4.173003489,0.365146331,0.298232055,0.003064353
15798,0.029829104,3.161013173,4.094193664,6.700016984,1.167700695,4.590060585,0.853986896,4.383936216,8.475449678,1.803354939,1.718578475,0.078767363,0.435439971,4.106344718,0.35934534,0.293951805,0.003065444
8952,0.027301255,3.567091526,4.624647442,7.527683049,1.311761151,5.125173184,0.962498453,4.940134321,9.511514817,2.023534568,1.916729463,0.08731204,0.485723326,4.531788323,0.396492734,0.322377166,0.003066474
16960,0.016322314,3.282136181,4.251741276,6.948264294,1.210919155,4.751917089,0.885037806,4.543071652,8.773041623,1.866606178,1.775851741,0.081241927,0.449632436,4.230120125,0.37015798,0.302285766,0.003067142
17207,0.07562065,3.769907658,4.886928647,7.944256854,1.384294318,5.397793395,1.010238628,5.18466254,9.96882892,2.120735854,2.004798644,0.09101787,0.506140087,4.717140267,0.412693088,0.334880935,0.003068179
6583,0.053839733,2.708993076,3.507510732,5.769195415,1.005622809,3.978935516,0.740505804,3.802327999,7.383831467,1.571310899,1.507294172,0.06959414,0.383568438,3.645656773,0.319088768,0.262737128,0.003068312
12267,0.017604891,3.007848789,3.895492836,6.384973908,1.112845842,4.383549115,0.815998676,4.189263889,8.110552211,1.72579217,1.648091908,0.075728506,0.418303769,3.953980121,0.346031337,0.283650636,0.003068622
4301,0.056958064,2.905353393,3.763375037,6.172315674,1.075805549,4.242322896,0.792899263,4.070927527,7.887358314,1.678339756,1.604543939,0.073892971,0.408456299,3.861355681,0.337930856,0.277316054,0.003069863
7849,0.042584281,3.230919416,4.186753983,6.840670694,1.192168426,4.67912991,0.876139895,4.49756034,8.686155888,1.848125515,1.758564013,0.080559718,0.446628847,4.195238934,0.367099602,0.299838714,0.003069897
383,0.08058799,2.715201848,3.516761214,5.779841919,1.007461248,3.983764108,0.745623859,3.828627253,7.43179816,1.581496373,1.516129387,0.070058608,0.386895161,3.668436977,0.321070742,0.264206505,0.003069936
9395,0.034050554,2.825509054,3.658737485,6.009665642,1.047497122,4.137322169,0.769973577,3.953372375,7.667955261,1.631710955,1.562474798,0.07200698,0.397203374,3.767160509,0.329707172,0.271002165,0.003072277
15589,0.027960355,2.948084942,3.817180084,6.263455501,1.091697344,4.305318559,0.79890542,4.101623109,7.947246229,1.691087207,1.616859068,0.074337253,0.410000782,3.884641544,0.339978187,0.279017859,0.003072974
8036,0.033880797,2.709026558,3.507319376,5.769907326,1.005751007,3.980049379,0.739850301,3.798959399,7.378056805,1.570087372,1.506350802,0.069539321,0.383115113,3.643169816,0.318873676,0.262600101,0.00307502
6084,0.062827225,3.169786667,4.107488124,6.7150999,1.170304971,4.596976535,0.861269486,4.421366875,8.543622032,1.81783029,1.731115351,0.079394216,0.440079009,4.136975358,0.362008625,0.29591603,0.00307555
13202,0.044315789,3.683130293,4.774894484,7.766128744,1.353278931,5.28131838,0.990349937,5.082811279,9.778601308,2.080304826,1.968240641,0.089490916,0.497831355,4.640926802,0.406031211,0.329753708,0.003075703
1003,0.077589808,2.740325265,3.549244695,5.832079132,1.01656007,4.018557262,0.751681574,3.859674189,7.490562113,1.593991228,1.527656716,0.070558273,0.389639699,3.693785241,0.323287305,0.265952,0.003075797
3898,0.179853095,2.671851611,3.459427855,5.692421654,0.992252786,3.928249577,0.731712881,3.757266392,7.299126176,1.55330424,1.490862108,0.068900624,0.379712909,3.610841763,0.316045915,0.260378464,0.00307591
14668,0.01846828,3.495944568,4.530494882,7.385129622,1.286965876,5.035452055,0.941166524,4.830746342,9.309888712,1.98070153,1.878834819,0.085684061,0.475466602,4.451825335,0.389520665,0.31715966,0.003078433
6336,0.102181401,2.941331665,3.809853953,6.247034862,1.08882002,4.292010693,0.801493929,4.114969697,7.970630255,1.696045153,1.620853813,0.074601117,0.412323414,3.897249877,0.341069759,0.279785454,0.003078439
16315,0.022779519,3.420974461,4.432685358,7.232254328,1.260356172,4.936532165,0.92147186,4.729808356,9.121875721,1.940745834,1.842876535,0.084142015,0.466453836,4.375058788,0.382817234,0.312030086,0.003078516
10425,0.122316525,3.205148729,4.15263502,6.789068111,1.183193154,4.64670158,0.868311578,4.457413418,8.612145597,1.832402942,1.744656892,0.079958492,0.442830904,4.165728121,0.36452674,0.297916888,0.003078517
